
> @gala-chain/galahack2024@1.1.9 start
> node lib/src/cli.js start --peer.address 127.0.0.1:8561 --chaincode-id-name basic-product:0.0.1 --tls.enabled false


> @gala-chain/galahack2024@1.1.9 start
> node lib/src/cli.js start --peer.address 127.0.0.1:8561 --chaincode-id-name basic-product:0.0.1 --tls.enabled false


> @gala-chain/galahack2024@1.1.9 start
> node lib/src/cli.js start --peer.address 127.0.0.1:8561 --chaincode-id-name basic-product:0.0.1 --tls.enabled false

2024-03-21T15:35:06.075Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.076Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> GetChaincodeVersion, Commit -> false,","Target ->","GalaContract" 
2024-03-21T15:35:06.083Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> GetContractAPI, Commit -> false,","Target ->","GalaContract" 
2024-03-21T15:35:06.084Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.094Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> GetObjectByKey, Commit -> false,","Target ->","GalaContract" 
2024-03-21T15:35:06.097Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.099Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> GetObjectHistory, Commit -> false,","Target ->","GalaContract" 
2024-03-21T15:35:06.101Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.103Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> GetMyProfile, Commit -> false,","Target ->","PublicKeyContract" 
2024-03-21T15:35:06.106Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.107Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> RegisterUser, Commit -> true,","Target ->","PublicKeyContract" 
2024-03-21T15:35:06.107Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.107Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> RegisterEthUser, Commit -> true,","Target ->","PublicKeyContract" 
2024-03-21T15:35:06.108Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.108Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> UpdatePublicKey, Commit -> true,","Target ->","PublicKeyContract" 
2024-03-21T15:35:06.108Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.108Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> GetPublicKey, Commit -> false,","Target ->","PublicKeyContract" 
2024-03-21T15:35:06.108Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.109Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> VerifySignature, Commit -> false,","Target ->","PublicKeyContract" 
2024-03-21T15:35:06.109Z [32minfo[39m [c-api:./lib/annotations/info.js]                   @Info args: "Info -> [object Object],","Target ->","PublicKeyContract" 
2024-03-21T15:35:06.123Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.126Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> PlantTree, Commit -> true,","Target ->","AppleContract" 
2024-03-21T15:35:06.127Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.130Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> PlantTrees, Commit -> true,","Target ->","AppleContract" 
2024-03-21T15:35:06.131Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.133Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FetchTrees, Commit -> false,","Target ->","AppleContract" 
2024-03-21T15:35:06.135Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.136Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> PickApple, Commit -> true,","Target ->","AppleContract" 
2024-03-21T15:35:06.138Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.140Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> CreateTokenClass, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.140Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.141Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> UpdateTokenClass, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.141Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.142Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FetchTokenClasses, Commit -> false,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.142Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.143Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FetchTokenClassesWithPagination, Commit -> false,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.143Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.144Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> GrantAllowance, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.144Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.145Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> RefreshAllowances, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.145Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.146Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FullAllowanceCheck, Commit -> false,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.146Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.147Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FetchAllowances, Commit -> false,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.147Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.147Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> DeleteAllowances, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.147Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.148Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FetchBalances, Commit -> false,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.148Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.152Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> RequestMint, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.152Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.152Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FulfillMint, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.155Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.156Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> HighThroughputMint, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.157Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.160Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FetchMintRequests, Commit -> false,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.160Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.163Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> MintToken, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.164Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.167Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> MintTokenWithAllowance, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.168Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.170Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> BatchMintToken, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.171Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.175Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> UseToken, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.175Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.176Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> ReleaseToken, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.176Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.177Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> LockToken, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.177Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.177Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> LockTokens, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.177Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.178Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> UnlockToken, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.178Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.179Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> UnlockTokens, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.179Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.179Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> TransferToken, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.179Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.180Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> BurnTokens, Commit -> true,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.180Z [32minfo[39m [c-api:./lib/annotations/object.js]                 @Object args: Target -> %s "Function" 
2024-03-21T15:35:06.180Z [32minfo[39m [c-api:./lib/annotations/transaction.js]            @Transaction args: "Property Key -> FetchBurns, Commit -> false,","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.180Z [32minfo[39m [c-api:./lib/annotations/info.js]                   @Info args: "Info -> [object Object],","Target ->","GalaChainTokenContract" 
2024-03-21T15:35:06.193Z [32minfo[39m [c-api:contracts-spi/bootstrap.js]                  No metadata file supplied in contract, introspection will generate all the data  
2024-03-21T15:35:06.258Z [32minfo[39m [c-api:lib/chaincode.js]                            Registering with peer 127.0.0.1:8561 as chaincode "basic-product:0.0.1"  
2024-03-21T15:35:06.261Z [32minfo[39m [c-api:fabric-shim/cli]                             Bootstrap process completed  
2024-03-21T15:35:06.269Z [32minfo[39m [c-api:lib/handler.js]                              Successfully registered with peer node. State transferred to "established"  
2024-03-21T15:35:06.269Z [32minfo[39m [c-api:lib/handler.js]                              Successfully established communication with peer node. State transferred to "ready"  
1711035485644 [32minfo[39m [PublicKeyContract:RegisterEthUser] 	{"description":"Begin Transaction","requestId":"lDuPpRaY-oBSZSUuHmZ8Y","elapsed":"0ms","method":"product-channel:PublicKeyContract:RegisterEthUser","metaData":[{"dto":{"publicKey":"046f5efb3037bd8df528edfeb005c4176f5d678df1297070e3b8fb018fdc3f7d03921b9e73ae84e1724e80270e1f3e57960b3331d96718f881b545c107814afd4f","signature":"b60a3fe0e5501f7c8ab9019e7f0f837523c5c56127072ecc0864dd0bed8c7ea95eee52f13ef2728893b8bf5cea7a22fea401d1c76e0da79ad196b881049bf5d11b"}}],"info":{"context":{"uniqueId":"lDuPpRaY-oBSZSUuHmZ8Y","channelId":"product-channel","creator":"CuratorOrg","txId":"1a7d8f67b38def890f6a63d4a08c51cae0835d8676804b18a36c0a2ba696e944","chaincode":"PublicKeyContract:RegisterEthUser","parameters":["{\"publicKey\":\"046f5efb3037bd8df528edfeb005c4176f5d678df1297070e3b8fb018fdc3f7d03921b9e73ae84e1724e80270e1f3e57960b3331d96718f881b545c107814afd4f\",\"signature\":\"b60a3fe0e5501f7c8ab9019e7f0f837523c5c56127072ecc0864dd0bed8c7ea95eee52f13ef2728893b8bf5cea7a22fea401d1c76e0da79ad196b881049bf5d11b\"}"],"createdAt":null},"process":{"host":"grothendieck.local","uptime":"58899s","loadAvg":[14.3203125,14.3125,9.4072265625]}}}
2024-03-21T15:38:05.681Z [33mwarn[39m [c-api:PublicKeyContract]                           User Profile is not saved on chain for user 28599Fbd206140D8f5C4f04365Ecf1A9cdf12b3D. But env variables DEV_ADMIN_USER_ID and DEV_ADMIN_PUBLIC_KEY are set for the user. Thus, the public key from env will be used.  
1711035485695 [32minfo[39m [PublicKeyContract:RegisterEthUser] 	{"description":"End Transaction","requestId":"lDuPpRaY-oBSZSUuHmZ8Y","elapsed":"50ms","method":"product-channel:PublicKeyContract:RegisterEthUser","metaData":[{"chaincodeResult":{"Status":1,"Data":"eth|213D9C49E8C61F910a0386Ba3186b23a7Be42928"}}],"info":{"context":{"uniqueId":"lDuPpRaY-oBSZSUuHmZ8Y","channelId":"product-channel","creator":"CuratorOrg","txId":"1a7d8f67b38def890f6a63d4a08c51cae0835d8676804b18a36c0a2ba696e944","chaincode":"PublicKeyContract:RegisterEthUser","parameters":["{\"publicKey\":\"046f5efb3037bd8df528edfeb005c4176f5d678df1297070e3b8fb018fdc3f7d03921b9e73ae84e1724e80270e1f3e57960b3331d96718f881b545c107814afd4f\",\"signature\":\"b60a3fe0e5501f7c8ab9019e7f0f837523c5c56127072ecc0864dd0bed8c7ea95eee52f13ef2728893b8bf5cea7a22fea401d1c76e0da79ad196b881049bf5d11b\"}"],"createdAt":null},"process":{"host":"grothendieck.local","uptime":"58899s","loadAvg":[14.3203125,14.3125,9.4072265625]}}}
2024-03-21T15:38:05.697Z [32minfo[39m [c-api:lib/handler.js]                              [product-channel-1a7d8f67] Calling chaincode Invoke() succeeded. Sending COMPLETED message back to peer  
1711035486208 [32minfo[39m [PublicKeyContract:RegisterEthUser] 	{"description":"Begin Transaction","requestId":"nr-55nTOn6NT8dSY8K6pn","elapsed":"0ms","method":"product-channel:PublicKeyContract:RegisterEthUser","metaData":[{"dto":{"publicKey":"04e533b414e9cf5659d52ed5020877d828afd4ee1c9574fa0d106929ee9f16dc11efe3a7115a78548470d64f0f920f54c891ea3a4595e5ee62ed46d182f820f0c7","signature":"20f1d8d2fc380cb47acad1491ce9e51a9bef90b3c99fbcc5db7d35c3fab640bf9e6d15ddd28a194642508a402e160fee6b1b10b80baa666846264eae8e2a6dcf1b"}}],"info":{"context":{"uniqueId":"nr-55nTOn6NT8dSY8K6pn","channelId":"product-channel","creator":"CuratorOrg","txId":"0c2ec9c94a463761509191b986ac66b05a4083d234f3372c6ef146fa1d41f4df","chaincode":"PublicKeyContract:RegisterEthUser","parameters":["{\"publicKey\":\"04e533b414e9cf5659d52ed5020877d828afd4ee1c9574fa0d106929ee9f16dc11efe3a7115a78548470d64f0f920f54c891ea3a4595e5ee62ed46d182f820f0c7\",\"signature\":\"20f1d8d2fc380cb47acad1491ce9e51a9bef90b3c99fbcc5db7d35c3fab640bf9e6d15ddd28a194642508a402e160fee6b1b10b80baa666846264eae8e2a6dcf1b\"}"],"createdAt":null},"process":{"host":"grothendieck.local","uptime":"58900s","loadAvg":[14.3203125,14.3125,9.4072265625]}}}
2024-03-21T15:38:06.223Z [33mwarn[39m [c-api:PublicKeyContract]                           User Profile is not saved on chain for user 28599Fbd206140D8f5C4f04365Ecf1A9cdf12b3D. But env variables DEV_ADMIN_USER_ID and DEV_ADMIN_PUBLIC_KEY are set for the user. Thus, the public key from env will be used.  
